r,rho,s,rho_gradient_sign,vxc,exc,ex,weights,atom_index
1.11697807,0.174603798549,0.1025110666880618,-1,-0.771142111265,-0.079279286757,-0.0739558235655037,1.0062864671,1
1.18269482,0.170060490743,0.1308557255695299,-1,-0.76513525269,-0.076401732898,-0.071594457618177,1.182518686,1
1.25157901,0.1643095081,0.1625109506802815,-1,-0.757186295234,-0.072859238607,-0.0685740689652089,1.38815891472,1
1.32379007,0.157283893077,0.1975365191881784,-1,-0.747215960731,-0.068656773864,-0.0648826008626701,1.6280679981,1
1.39949966,0.148974148013,0.2359570899326742,-1,-0.735192373049,-0.063838420684,-0.0605475088321578,1.90794455056,1
1.47889297,0.139441580056,0.2777877627329513,-1,-0.721126893084,-0.05848956912,-0.055641019780008,2.2344831048,1
1.56217029,0.128825317315,0.3230596360858991,-1,-0.705070736704,-0.052734828749,-0.0502800497207612,2.6155660142,1
1.64954871,0.117340718595,0.3718419303844131,-1,-0.687113950553,-0.046731179305,-0.0446198126904565,3.0604972376,1
1.74126416,0.105268183609,0.4242588591452183,-1,-0.667386565494,-0.040656545862,-0.0388414039747426,3.5802884452,1
1.83757366,0.092933065978,0.480501154801688,-1,-0.646060152216,-0.034694870909,-0.0331349968269723,4.1880109176,1
1.93875805,0.080679122367,0.5408337557801293,-1,-0.623347175045,-0.029019657549,-0.0276813618090556,4.8992305694,1
2.045125,0.068839265475,0.6056026083328613,-1,-0.599495770102,-0.023778550312,-0.0226348632945892,5.7325486182,1
2.15701266,0.057707967784,0.6752449400230172,-1,-0.574778786318,-0.019081513089,-0.0181107554860389,6.7102775234,1
2.27479386,0.047519321324,0.7503088625273479,-1,-0.549477733512,-0.014994466399,-0.0141785882356844,7.859291327,1
2.39888113,0.038433582391,0.8314898235826598,-1,-0.523864104724,-0.011539040832,-0.0108621545663848,9.2121024652,1
2.52973252,0.03053333261,0.9196931523779466,-1,-0.49818177803,-0.008697779656,-0.0081450758940327,10.8082351354,1
2.66785871,0.023828608,1.0161334545970775,-1,-0.472634394509,-0.006423103044,-0.0059801811149489,12.6959902962,1
2.81383138,0.018268911668,1.122482564102096,-1,-0.4473805792,-0.00464790032,-0.0043004760242169,14.9347326778,1
2.96829348,0.013759220733,1.241078024539337,-1,-0.422537824937,-0.003295772726,-0.003029699917343,17.597880586200002,1
3.13197158,0.010177005649,1.375204231238673,-1,-0.398193368116,-0.002289525398,-0.0020910488844624,20.776852074,1
3.30569114,0.00738778431,1.5294601955155631,-1,-0.374418239607,-0.001557231427,-0.0014133678674044,24.586327722,1
3.49039536,0.005257590432,1.7102345867274042,-1,-0.351279584739,-0.001035827481,-0.0009347620406587,29.171349136,1
3.68716882,0.003661671119,1.9263244080491797,-1,-0.328846618587,-0.000672621969,-0.0006040241732247,34.71701225,1
3.89726721,0.002489521468,2.189762090929447,-1,-0.307186928555,-0.000425286103,-0.0003804863161338,41.46188444,1
4.1221555,0.001646892642,2.5169582683315324,-1,-0.286351481724,-0.000260907731,-0.0002329210520988,49.71685405,1
4.36355721,0.001055652457,2.9303199579053385,-1,-0.266347771466,-0.00015459137,-0.000138012294985,59.89205112,1
4.62351918,0.000652382876,3.460550384997191,-1,-0.247100610013,-8.7949968e-05,-7.87604285225271e-05,72.536006352,1
4.90449794,0.000386446324,4.1498322825198946,-1,-0.228399743554,-4.7698139e-05,-4.30341885952829e-05,88.393787886,1
5.20947705,0.000218022648,5.055923492641135,-1,-0.209835516151,-2.4446947e-05,-2.23609193112029e-05,108.495324544,1
5.54212955,0.000116376817,6.256580115074709,-1,-0.190736165717,-1.1725198e-05,-1.09668872957495e-05,134.29314123,1
5.90704847,5.8413843e-05,7.852202328893026,-1,-0.170162399588,-5.20967e-06,-5.03707786957243e-06,167.883665424,1
6.31008231,2.7445953e-05,9.96213959799658,-1,-0.147121560163,-2.128904e-06,-2.15009339647449e-06,212.37531144,1
6.75883911,1.2053725e-05,12.711132946716988,-1,-0.12133609355,-8.03047e-07,-8.47379969990389e-07,272.52591336,1
7.26347174,4.959721e-06,16.230448721836915,-1,-0.094810378777,-2.88558e-07,-3.06858443766911e-07,355.90079002,1
6.25000039e-07,0.052615958595,1.1344300729563437e-07,1,-0.461909329849,-0.013857238774,-0.0133723490709261,1.84077740644e-17,2
1.68750285e-05,0.052615958598,3.065879450278732e-06,1,-0.461909330728,-0.013857238821,-0.013372349064235,1.20774190624e-13,2
7.81256104e-05,0.052615958663,1.4194475314660555e-05,1,-0.46190934885,-0.013857239784,-0.013372348917476,7.1907596544e-12,2
0.000214379596,0.052615959104,3.895034742265241e-05,1,-0.461909472937,-0.013857246376,-0.0133723479221051,1.0612622785799999e-10,2
0.000455645761,0.052615960896,8.2785773655538e-05,1,-0.461909976598,-0.013857273122,-0.0133723439677825,7.9253854922e-10,2
0.000831944209,0.052615966265,0.0001511547977304,1,-0.461911486994,-0.013857353302,-0.0133723325082265,3.947182172e-09,2
0.00137331358,0.052615979496,0.0002495142908176,1,-0.461915210995,-0.013857550915,-0.0133723056697039,1.50240337724e-08,2
0.00210982007,0.052616007925,0.0003833245819019,1,-0.461923219465,-0.013857975668,-0.0133722520248563,4.721692997e-08,2
0.00307156826,0.052616063149,0.0005580497827973,1,-0.461938788712,-0.013858800931,-0.0133721576902679,1.28565993356e-07,2
0.00428871378,0.052616162424,0.0007791571915649,1,-0.46196679913,-0.013860284599,-0.0133720094118522,3.131662652e-07,2
0.00579147783,0.052616330284,0.001052116199801,1,-0.462014184346,-0.013862792507,-0.0133718000595195,6.9784915778e-07,2
0.00761016352,0.052616600354,0.0013823962923916,1,-0.462090419912,-0.013866823845,-0.0133715364987375,1.44592508282e-06,2
0.00977517418,0.05261701738,0.0017754657650816,1,-0.462208030441,-0.013873037483,-0.013371249032535,2.8198059242e-06,2
0.0123170335,0.052617639475,0.0022367930738873,1,-0.462383082562,-0.013882277571,-0.0133710008684109,5.2245723538e-06,2
0.0152664076,0.052618540579,0.0027718544834832,1,-0.462635615367,-0.01389559597,-0.0133708953191241,9.264817284e-06,2
0.0186541294,0.052619813157,0.003386153822392,1,-0.462989944918,-0.013914268259,-0.0133710783200858,1.58173879866e-05,2
0.0225112246,0.052621571142,0.0040852629358707,1,-0.463474765868,-0.01393979928,-0.0133717343457642,2.612297003e-05,2
0.0268689398,0.052623953172,0.0048748932278525,1,-0.464122961463,-0.013973913552,-0.0133730752698602,4.1899813402e-05,2
0.0317587738,0.052627126162,0.0057610121384117,1,-0.464971033801,-0.014018525802,-0.0133753237490245,6.548330084e-05,2
0.0372125092,0.05263128932,0.0067500197265531,1,-0.466058075143,-0.014075687417,-0.0133786950152786,9.9995508418e-05,2
0.0432622486,0.052636678739,0.0078490010605678,1,-0.467424229136,-0.014147506213,-0.0133833825175328,0.000149549420036,2
0.0499404516,0.052643572776,0.0090660679029143,1,-0.46910863684,-0.014236039685,-0.0133895530886385,0.000219493036,2
0.0572799752,0.052652298501,0.0104107985988299,1,-0.471146930965,-0.014343165906,-0.0133973554923796,0.00031669928104,2
0.0653141169,0.052663239614,0.0118947744040932,1,-0.473568429263,-0.014470441112,-0.0134069426734122,0.00044990837622,2
0.0740766603,0.052676846276,0.0135321960886399,1,-0.476393275104,-0.014618958111,-0.0134185035055978,0.00063013020366,2
0.0836019239,0.052693647461,0.015340543750785,1,-0.479629859438,-0.014789223551,-0.0134322959774168,0.00087111521442,2
0.093924814,0.052714266409,0.0173412160493339,1,-0.483272906373,-0.014981073376,-0.0134486719947069,0.00118990355958,2
0.105080879,0.052739439825,0.0195600551010904,1,-0.487302573187,-0.015193642635,-0.0134680856128058,0.00160746348458,2
0.117106371,0.052770041318,0.0220276300561977,1,-0.491684782874,-0.015425397613,-0.0134910813575527,0.0021494315474,2
0.130038306,0.052807109347,0.0247791238246044,1,-0.496372768383,-0.015674225554,-0.0135182660050149,0.0028469690636,2
0.143914535,0.052851879538,0.0278536447206976,1,-0.501309511201,-0.015937563161,-0.0135502735896787,0.0037377511138,2
0.158773814,0.052905820567,0.0312927796161712,1,-0.506430509247,-0.016212534694,-0.0135877368643109,0.0048671071231999,2
0.174655882,0.052970671997,0.0351382216898888,1,-0.511666225166,-0.016496069139,-0.0136312773445923,0.0062893345112,2
0.191601543,0.05304848139,0.0394283542739687,1,-0.516943758228,-0.016784977583,-0.0136815204941774,0.0080692104264,2
0.209652757,0.053141636788,0.0441937579928542,1,-0.52218773651,-0.017075994898,-0.0137391340984262,0.0102837302704,2
0.228852733,0.053252889468,0.0494517337559895,1,-0.527320996219,-0.017365816566,-0.0138048794952914,0.013024106251,2
0.24924603,0.053385360707,0.0552000988498771,1,-0.532266030709,-0.017651179313,-0.0138796599987637,0.0163980643454,2
0.270878671,0.053542525516,0.0614107060746135,1,-0.536948164145,-0.017929030352,-0.0139645505497331,0.020532484324,2
0.293798255,0.053728166074,0.0680233380337001,1,-0.541300809724,-0.018196799311,-0.0140607974671883,0.025576434316,2
0.318054091,0.053946288166,0.0749408102542531,1,-0.545272144352,-0.018452735947,-0.0141697853662225,0.031704661078,2
0.34369733,0.054200995612,0.0820262356654605,1,-0.54883150895,-0.018696225662,-0.0142929769835953,0.039121604486,2
0.370781117,0.054496320521,0.0891034101147815,1,-0.551973351477,-0.018927968578,-0.0144318377861773,0.048066020914,2
0.399360747,0.054836011325,0.0959611257670324,1,-0.554716945824,-0.019149925799,-0.014587758994327,0.058816309144,2
0.429493844,0.055223285751,0.1023618705229239,1,-0.557101409367,-0.019364999416,-0.0147619897979658,0.071696653682,2
0.461240551,0.055660561679,0.1080548228661181,1,-0.559177216313,-0.01957650047,-0.0149555833671347,0.087084117482,2
0.494663729,0.056149184523,0.112792347784469,1,-0.560996720597,-0.019787535986,-0.0151693543631098,0.105416840814,2
0.529829189,0.05668917424,0.1163484396620117,1,-0.562606533016,-0.020000478084,-0.0154038402070526,0.12720353123,2
0.566805929,0.057279016996,0.1185368956014423,1,-0.564043761657,-0.020216648627,-0.0156592563776582,0.1530344647839999,2
0.60566641,0.057915524524,0.1192266067993369,1,-0.565336499636,-0.020436272716,-0.0159354376621328,0.183594257992,2
0.646486844,0.058593777209,0.1183513741945501,1,-0.566507279476,-0.020658657537,-0.0162317618533335,0.21967672078,2
0.689347515,0.059307154359,0.1159121602488429,1,-0.567577235115,-0.0208824803,-0.0165470578116994,0.26220216426,2
0.734333136,0.060047437521,0.1119706437952062,1,-0.568568770901,-0.021106048197,-0.0168795038221943,0.31223759886,2
0.78153324,0.06080495206,0.1066342064273277,1,-0.56950545474,-0.02132742601,-0.0172265226464544,0.37102036928,2
0.831042609,0.061568691719,0.1000338255062867,1,-0.570409083665,-0.021544389572,-0.0175846756491934,0.43998585396,2
0.88296175,0.062326355177,0.0922975422617909,1,-0.571294817566,-0.021754221076,-0.0179495505039736,0.5208000197,2
0.93739743,0.063064217818,0.0835230070986573,1,-0.572165607561,-0.021953389494,-0.0183156276894655,0.6153977624,2
0.994463261,0.063766770823,0.0737529378570442,1,-0.573006910572,-0.022137153062,-0.0186761043510971,0.72602819436,2
1.05428036,0.06441608691,0.0629570908471744,1,-0.573782223534,-0.022299101025,-0.0190226548383239,0.85530826788,2
1.11697807,0.064990918704,0.0510235337070323,1,-0.574429678494,-0.022430647903,-0.0193451194486712,1.0062864671,2
1.18269482,0.065465600064,0.0377606848313028,1,-0.574860014683,-0.022520524441,-0.0196311387239156,1.182518686,2
1.25157901,0.065808897275,0.0229098857365169,1,-0.574956575998,-0.022554369939,-0.0198657887762181,1.38815891472,2
1.32379007,0.065983036481,0.00616644612209,1,-0.574578226132,-0.022514591292,-0.0200313182207929,1.6280679981,2
1.39949966,0.06594320288,0.0127945151898683,-1,-0.573565861753,-0.022380676706,-0.0201071297333675,1.90794455056,2
1.47889297,0.065637848993,0.0342921375277281,-1,-0.571752405071,-0.022130110906,-0.0200701758644347,2.2344831048,2
1.56217029,0.065010144541,0.0586186386486478,-1,-0.568975005627,-0.021739936123,-0.019895934414332,2.6155660142,2
1.64954871,0.064000829942,0.0860268948452817,-1,-0.56508719416,-0.021188869933,-0.019560079390151,3.0604972376,2
1.74126416,0.062552585558,0.1167291595429638,-1,-0.559968435296,-0.020459770234,-0.0190408609465059,3.5802884452,2
1.83757366,0.060615797678,0.1509073109101356,-1,-0.553529159562,-0.019542162851,-0.0183220548500325,4.1880109176,2
1.93875805,0.058155307508,0.1887331983342746,-1,-0.545710730299,-0.018434526621,-0.0173961589021835,4.8992305694,2
2.045125,0.055157413016,0.2303964408590294,-1,-0.536481394674,-0.017146047538,-0.0162673396199879,5.7325486182,2
2.15701266,0.051636121192,0.2761366292510595,-1,-0.525830477777,-0.015697581876,-0.0149535213844643,6.7102775234,2
2.27479386,0.047637499916,0.326277247098182,-1,-0.513763482283,-0.014121595949,-0.0134870180631605,7.859291327,2
2.39888113,0.043241029759,0.3812595206818107,-1,-0.500300251428,-0.012460892157,-0.0119132710371856,9.2121024652,2
2.52973252,0.038557152515,0.4416755345187825,-1,-0.485477148981,-0.010766023842,-0.0102875748223684,10.8082351354,2
2.66785871,0.033720747367,0.5083010703136267,-1,-0.469352713634,-0.009091478054,-0.0086700867240593,12.6959902962,2
2.81383138,0.028880962552,0.5821296348466993,-1,-0.45201491544,-0.007490961625,-0.0071198280577808,14.9347326778,2
2.96829348,0.024188553134,0.6644101040798658,-1,-0.433587360224,-0.006012401848,-0.0056886697511299,17.597880586200002,2
3.13197158,0.019782452495,0.7566915955744673,-1,-0.414231771737,-0.004693464432,-0.0044163554120743,20.776852074,2
3.30569114,0.015777575836,0.8608811197501636,-1,-0.39414484265,-0.003558394962,-0.0033274139326938,24.586327722,2
3.49039536,0.012255719203,0.9793231865290032,-1,-0.373548891952,-0.002616760708,-0.0024303982956727,29.171349136,2
3.68716882,0.009260878775,1.114917449187718,-1,-0.35267734063,-0.00186425603,-0.001719375770789,34.71701225,2
3.89726721,0.00679948486,1.2713033071611537,-1,-0.33175736995,-0.001285268282,-0.0011771356190402,41.46188444,2
4.1221555,0.004845121589,1.4531635055406666,-1,-0.310992826896,-0.00085653935,-0.0007792986244743,49.71685405,2
4.36355721,0.003346514896,1.6667391014107922,-1,-0.290550235987,-0.000551111826,-0.000498466502048,59.89205112,2
4.62351918,0.002237106709,1.9207168597866784,-1,-0.270549775944,-0.000341836991,-0.0003077159782302,72.536006352,2
4.90449794,0.001444483113,2.227766338094788,-1,-0.251061851686,-0.00020397426,-0.0001830373034298,88.393787886,2
5.20947705,0.000898256684,2.6072048495656266,-1,-0.232109166519,-0.000116715812,-0.0001046325949963,108.495324544,2
5.54212955,0.00053558135,3.0896371136889225,-1,-0.213673822385,-6.3726174e-05,-5.72365796035079e-05,134.29314123,2
5.90704847,0.000304114189,3.725150721511413,-1,-0.195706224985,-3.2942422e-05,-2.97557985673943e-05,167.883665424,2
6.31008231,0.000162760934,4.598224418054232,-1,-0.178120819482,-1.5932931e-05,-1.4543957883468e-05,212.37531144,2
6.75883911,8.0848597e-05,5.856016376034625,-1,-0.160731339759,-7.086163e-06,-6.5746687645609e-06,272.52591336,2
7.26347174,3.6444854e-05,7.764350171365055,-1,-0.142999979412,-2.828446e-06,-2.68225086973205e-06,355.90079002,2
7.83795721,1.444235e-05,10.81954869186959,-1,-0.12326975741,-9.80631e-07,-9.52626629812091e-07,475.1018036,2
8.50229682,4.825201e-06,15.9426604844916,-1,-0.096589432008,-2.82909e-07,-2.7971147434664e-07,652.37451738,2
6.25000039e-07,1.381182943515,2.9156633016910725e-08,-1,-1.499141380369,-1.528369296683,-1.15331083321285,1.84077740644e-17,3
1.68750285e-05,1.381182943452,7.866827073794551e-07,-1,-1.499141389999,-1.528369303805,-1.15331082320375,1.20774190624e-13,3
7.81256104e-05,1.38118294216,3.642009445308476e-06,-1,-1.499141585697,-1.528369448568,-1.15331062079137,7.1907596544e-12,3
0.000214379596,1.381182933316,9.99362044331372e-06,-1,-1.499142900753,-1.528370422545,-1.15330927321117,1.0612622785799999e-10,3
0.000455645761,1.381182897444,2.123915003986928e-05,-1,-1.499148047989,-1.528374243881,-1.15330409184642,7.9253854922e-10,3
0.000831944209,1.381182789939,3.877168005713555e-05,-1,-1.499162609817,-1.528385097359,-1.15328986214131,3.947182172e-09,3
0.00137331358,1.381182525135,6.396833950852101e-05,-1,-1.499195555832,-1.528409799839,-1.15325910692434,1.50240337724e-08,3
0.00210982007,1.381181956584,9.81599819005494e-05,-1,-1.499258453447,-1.52845735897,-1.15320421830606,4.721692997e-08,3
0.00307156826,1.381180854093,0.000142560439646,-1,-1.499362947975,-1.528537267073,-1.15312146560011,1.28565993356e-07,3
0.00428871378,1.381178878996,0.0001981192235512,-1,-1.499516862037,-1.528656628023,-1.153015376509,3.131662652e-07,3
0.00579147783,1.381175561156,0.0002652467200452,-1,-1.499720229029,-1.528816754712,-1.15290056314558,6.9784915778e-07,3
0.00761016352,1.381170284918,0.000343354028665,-1,-1.499963007768,-1.529010002543,-1.15279809722424,1.44592508282e-06,3
0.00977517418,1.381162297173,0.0004301701888074,-1,-1.500225358428,-1.529216829513,-1.1527260383133,2.8198059242e-06,3
0.0123170335,1.381150758302,0.0005208655665531,-1,-1.500479018828,-1.529401372768,-1.15268800004094,5.2245723538e-06,3
0.0152664076,1.381134863666,0.000607137604689,-1,-1.500685579937,-1.529502120976,-1.15266688808584,9.264817284e-06,3
0.0186541294,1.381114064014,0.0006765950505935,-1,-1.500786499329,-1.529414274301,-1.15262981249608,1.58173879866e-05,3
0.0225112246,1.381088399452,0.0007129614362463,-1,-1.500682568991,-1.528963709056,-1.15254385782535,2.612297003e-05,3
0.0268689398,1.381058924394,0.0006977117336294,-1,-1.500207322985,-1.527879004818,-1.15239451598493,4.1899813402e-05,3
0.0317587738,1.381028136238,0.0006136289444315,-1,-1.499106492155,-1.525774907755,-1.15219530298898,6.548330084e-05,3
0.0372125092,1.381000236828,0.0004503112080055,-1,-1.49703885098,-1.522162863703,-1.15198197533192,9.9995508418e-05,3
0.0432622486,1.380980981102,0.0002108668022662,-1,-1.493608181235,-1.516497312272,-1.15179498015055,0.000149549420036,3
0.0499404516,1.38097684866,8.191676514591541e-05,1,-1.488421670998,-1.508250334635,-1.15166162953887,0.000219493036,3
0.0572799752,1.380993363464,0.000382367276049,1,-1.481153950183,-1.496989805079,-1.15158880149758,0.00031669928104,3
0.0653141169,1.381032613296,0.0006241313485202,1,-1.471590338147,-1.482431181138,-1.151568425912,0.00044990837622,3
0.0740766603,1.381090356391,0.000729161550925,1,-1.459636783795,-1.464450528666,-1.15158852422356,0.00063013020366,3
0.0836019239,1.381153444736,0.0006227430237154,1,-1.445311918906,-1.443079304253,-1.1516393477129,0.00087111521442,3
0.093924814,1.381198478079,0.0002511975380178,1,-1.428755894591,-1.418522703411,-1.15170903428104,0.00118990355958,3
0.105080879,1.38119245887,0.0004032788713678,-1,-1.410277570698,-1.391225124329,-1.1517718428093,0.00160746348458,3
0.117106371,1.38109564573,0.0013169421555436,-1,-1.390418360006,-1.361951577169,-1.15177787400289,0.0021494315474,3
0.130038306,1.380865848355,0.0024329086256695,-1,-1.369973643757,-1.331807184278,-1.15165235089334,0.0028469690636,3
0.143914535,1.380462314972,0.0036848793818282,-1,-1.349921923085,-1.302129797961,-1.1513059967483,0.0037377511138,3
0.158773814,1.379846572465,0.0050319940786742,-1,-1.331269363064,-1.274266869584,-1.15065036523471,0.0048671071231999,3
0.174655882,1.378977614163,0.0064950135668464,-1,-1.314876045547,-1.249327246372,-1.14960798571111,0.0062893345112,3
0.191601543,1.377800065366,0.0081806750308682,-1,-1.30133741606,-1.228010650665,-1.14810910534845,0.0080692104264,3
0.209652757,1.376226307459,0.0102824843535947,-1,-1.29094590292,-1.210552842192,-1.1460733167562,0.0102837302704,3
0.228852733,1.374116279383,0.0130533628133831,-1,-1.283702771982,-1.196747408742,-1.1433817873627,0.013024106251,3
0.24924603,1.371260588788,0.0167564558670142,-1,-1.279339576659,-1.18598696666,-1.13985037812971,0.0163980643454,3
0.270878671,1.367372498614,0.0216103913784815,-1,-1.277341865594,-1.177310770005,-1.13521362574753,0.020532484324,3
0.293798255,1.36209186596,0.0277493761630253,-1,-1.276999458665,-1.169490183968,-1.12912475066405,0.025576434316,3
0.318054091,1.354999845873,0.0352143760908889,-1,-1.277500468986,-1.161174077768,-1.12116986626382,0.031704661078,3
0.34369733,1.345638733493,0.0439807897365387,-1,-1.278050480316,-1.15106493946,-1.11088855594795,0.039121604486,3
0.370781117,1.333528680451,0.0540148784758671,-1,-1.277973693853,-1.138060707038,-1.09779069713516,0.048066020914,3
0.399360747,1.318173769097,0.0653406414940331,-1,-1.276762254661,-1.121312588579,-1.08136213343181,0.058816309144,3
